Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Type of Travel_Business travel,Type of Travel_Personal Travel,Class_Business,Class_Eco,Class_Eco Plus,satisfaction
57,3765,3,3,3,3,3,5,5,3,3,3,3,4,3,3,0,0.0,0,1,1,0,1,0,0,satisfied
58,184,4,1,1,1,4,4,4,4,2,5,3,4,3,4,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
55,2282,2,3,2,5,5,2,5,5,5,2,5,2,1,5,0,15.0,0,1,0,1,0,1,0,neutral or dissatisfied
28,2226,1,1,1,1,5,5,5,5,1,5,1,5,1,5,1,0.0,0,1,1,0,1,0,0,satisfied
31,1982,2,2,2,2,5,5,5,5,5,4,3,5,4,5,0,0.0,0,1,1,0,1,0,0,satisfied
14,373,2,0,2,4,2,2,2,2,4,4,4,5,5,2,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
55,3890,4,4,4,4,5,4,5,3,3,3,3,5,3,5,17,33.0,1,0,1,0,1,0,0,satisfied
50,1587,3,4,3,1,5,3,5,4,4,3,4,3,4,5,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
55,3860,5,5,5,5,1,3,2,4,4,5,4,1,4,2,0,0.0,1,0,1,0,1,0,0,satisfied
69,239,3,3,3,3,5,4,5,5,5,5,5,3,5,5,27,27.0,1,0,1,0,1,0,0,satisfied
43,1235,1,5,1,2,3,5,2,1,1,1,1,4,1,2,0,1.0,1,0,0,1,0,1,0,neutral or dissatisfied
39,448,3,3,3,4,1,3,1,1,3,5,4,1,3,1,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
33,610,5,5,5,5,1,2,1,1,3,5,5,4,5,1,3,4.0,0,1,1,0,1,0,0,satisfied
44,247,2,4,4,4,3,2,3,3,3,5,2,3,2,3,0,9.0,0,1,1,0,0,1,0,neutral or dissatisfied
70,977,1,5,1,1,3,1,3,3,3,4,5,5,5,3,2,3.0,0,1,0,1,0,0,1,neutral or dissatisfied
22,2381,5,5,5,5,5,5,5,5,2,1,3,3,1,5,0,0.0,1,0,1,0,1,0,0,satisfied
46,3286,4,4,4,4,5,4,5,4,4,5,4,3,4,3,0,0.0,1,0,1,0,1,0,0,satisfied
53,1012,2,2,2,3,2,3,4,5,5,2,1,4,5,2,0,0.0,1,0,0,1,0,0,1,neutral or dissatisfied
58,461,5,5,5,5,5,1,3,4,4,4,4,1,4,5,12,16.0,0,1,1,0,1,0,0,satisfied
37,2480,2,2,2,2,3,5,5,4,4,4,5,4,4,4,0,0.0,1,0,1,0,1,0,0,satisfied
46,1547,4,4,4,4,3,4,4,5,5,5,5,3,5,5,0,0.0,1,0,1,0,1,0,0,satisfied
52,1426,1,1,1,1,2,5,5,5,5,5,5,3,5,3,0,0.0,1,0,1,0,1,0,0,satisfied
41,714,4,3,3,3,5,4,5,5,4,3,4,4,5,5,10,5.0,0,1,1,0,1,0,0,satisfied
45,399,3,1,3,3,3,3,2,3,3,3,3,4,3,4,30,22.0,0,1,0,1,1,0,0,neutral or dissatisfied
56,3677,1,1,1,1,4,5,4,4,4,4,4,5,4,4,0,0.0,1,0,1,0,1,0,0,satisfied
53,152,5,5,5,5,5,5,5,5,1,5,2,3,2,5,0,4.0,0,1,1,0,0,0,1,satisfied
33,188,3,3,3,3,3,2,3,3,4,1,3,1,3,3,0,4.0,0,1,1,0,0,1,0,neutral or dissatisfied
27,495,2,4,2,4,5,2,5,5,2,4,4,2,4,5,3,6.0,1,0,0,1,1,0,0,neutral or dissatisfied
35,300,0,0,0,2,3,5,3,1,1,1,1,4,1,1,0,0.0,1,0,1,0,1,0,0,satisfied
30,781,2,4,4,4,2,2,2,2,3,4,3,2,4,2,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
42,273,2,3,2,3,5,2,5,5,1,5,3,1,4,5,0,0.0,0,1,0,1,0,0,1,neutral or dissatisfied
49,666,2,3,3,4,5,2,5,5,5,4,5,3,4,5,0,15.0,0,1,1,0,1,0,0,neutral or dissatisfied
57,2486,2,2,2,2,3,4,4,4,4,4,4,4,4,4,8,0.0,0,1,1,0,1,0,0,satisfied
33,599,2,2,2,2,4,1,1,3,3,3,3,3,3,5,53,51.0,1,0,1,0,1,0,0,satisfied
39,1269,1,1,1,4,1,1,1,1,3,1,4,4,4,1,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
61,409,2,2,2,2,2,2,1,2,2,2,2,3,2,4,35,39.0,1,0,1,0,0,0,1,neutral or dissatisfied
35,301,5,5,5,5,1,3,1,4,4,4,4,4,4,1,7,0.0,0,1,1,0,1,0,0,satisfied
62,1742,2,3,3,3,3,3,3,2,2,2,2,2,2,4,105,99.0,0,1,1,0,1,0,0,neutral or dissatisfied
39,2879,3,5,5,5,1,4,3,2,2,2,3,2,2,3,0,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
51,3874,4,5,4,4,3,4,5,4,4,4,4,4,4,5,0,0.0,1,0,1,0,1,0,0,satisfied
30,399,2,2,2,2,2,2,2,2,2,1,4,1,4,2,37,37.0,0,1,1,0,1,0,0,neutral or dissatisfied
68,1891,3,3,3,3,2,4,4,3,3,3,3,3,3,4,0,4.0,0,1,1,0,1,0,0,neutral or dissatisfied
49,1428,4,4,4,4,5,3,1,5,5,5,5,3,5,2,0,0.0,0,1,1,0,1,0,0,satisfied
63,371,4,3,4,4,3,4,3,3,1,4,3,4,3,3,0,32.0,0,1,0,1,0,1,0,satisfied
43,223,1,3,4,3,2,2,3,2,2,2,1,3,2,1,68,124.0,0,1,1,0,1,0,0,neutral or dissatisfied
32,419,4,5,4,4,5,4,5,5,2,1,1,1,4,5,0,0.0,0,1,0,1,0,1,0,satisfied
31,683,3,4,3,3,2,3,2,2,3,2,4,5,5,2,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
29,2425,4,5,4,3,5,4,5,5,3,2,3,5,5,5,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
26,577,2,4,2,3,5,2,4,5,5,3,4,5,5,5,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
60,1062,5,4,5,4,5,4,5,1,1,5,1,3,1,3,0,2.0,1,0,0,1,0,1,0,satisfied
42,585,0,4,0,4,3,0,3,3,3,4,5,4,4,3,1,0.0,0,1,0,1,0,1,0,satisfied
55,2576,1,1,1,1,2,4,4,4,4,4,4,5,4,3,14,18.0,1,0,1,0,1,0,0,satisfied
37,258,3,2,2,2,3,3,3,3,3,3,3,4,3,3,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
29,733,4,4,4,3,5,4,4,5,3,3,3,3,3,5,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
47,528,4,2,4,3,2,4,2,2,1,4,4,2,3,2,3,35.0,0,1,0,1,0,1,0,neutral or dissatisfied
14,1172,2,5,2,4,1,2,1,1,5,2,3,3,5,1,0,1.0,0,1,0,1,0,1,0,neutral or dissatisfied
33,212,2,2,2,3,5,2,5,5,3,4,2,4,2,5,18,14.0,0,1,0,1,0,1,0,neutral or dissatisfied
54,872,4,4,4,4,5,5,4,4,4,4,4,4,4,4,0,0.0,1,0,1,0,1,0,0,satisfied
48,3745,3,1,2,2,2,4,4,3,3,3,3,2,3,3,60,47.0,1,0,1,0,1,0,0,neutral or dissatisfied
32,289,1,1,1,2,3,1,3,3,4,5,5,3,4,3,37,41.0,1,0,1,0,1,0,0,neutral or dissatisfied
25,287,2,1,2,4,1,2,1,1,1,4,4,2,3,1,0,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
33,707,3,3,2,2,2,3,3,1,5,4,3,3,1,3,151,155.0,1,0,0,1,0,1,0,neutral or dissatisfied
69,3932,0,4,0,3,5,1,3,5,5,5,5,2,5,4,0,0.0,1,0,1,0,1,0,0,satisfied
37,522,1,1,1,2,5,1,5,5,5,2,4,3,4,5,30,29.0,1,0,1,0,1,0,0,neutral or dissatisfied
39,334,5,5,3,5,3,4,4,3,3,4,3,4,3,5,0,0.0,0,1,1,0,1,0,0,satisfied
24,213,2,3,3,3,2,1,2,4,5,4,3,2,3,2,125,169.0,0,1,1,0,0,1,0,neutral or dissatisfied
42,192,4,1,1,1,1,3,3,4,4,4,4,1,4,5,0,0.0,1,0,1,0,0,1,0,satisfied
42,2235,1,1,1,1,4,1,3,3,3,3,3,2,3,5,0,0.0,0,1,1,0,1,0,0,satisfied
38,2410,3,3,3,3,4,5,2,4,4,4,4,4,4,4,2,0.0,0,1,1,0,1,0,0,satisfied
24,386,3,3,3,4,4,3,4,4,2,5,4,3,4,4,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
48,912,4,4,4,4,4,5,4,5,5,5,5,4,5,3,0,0.0,0,1,1,0,1,0,0,satisfied
42,764,1,3,1,2,2,1,1,4,4,1,4,5,4,5,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
48,413,5,5,5,2,4,4,4,4,4,5,4,4,4,4,0,0.0,1,0,0,1,0,1,0,satisfied
44,290,2,2,2,2,4,4,4,5,5,5,5,4,5,3,0,0.0,0,1,1,0,1,0,0,satisfied
14,201,1,3,1,4,5,1,5,5,4,5,3,4,4,5,75,70.0,0,1,0,1,0,1,0,neutral or dissatisfied
38,101,3,0,2,5,4,2,4,4,4,1,2,2,2,4,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
46,1990,3,4,4,2,4,3,4,4,3,5,4,5,5,4,10,11.0,0,1,1,0,1,0,0,neutral or dissatisfied
41,3127,2,2,2,2,2,5,5,4,4,4,5,3,4,4,0,0.0,0,1,1,0,1,0,0,satisfied
51,3931,1,1,1,1,4,4,5,5,5,4,5,4,5,5,0,0.0,0,1,1,0,1,0,0,satisfied
57,3743,2,2,2,2,3,5,4,5,5,5,5,5,5,4,2,0.0,0,1,1,0,1,0,0,satisfied
55,277,2,0,2,3,5,5,4,4,4,2,4,3,4,3,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
54,157,3,3,3,3,2,4,4,5,5,5,4,4,5,4,0,2.0,0,1,1,0,1,0,0,satisfied
44,231,2,5,0,5,2,4,4,2,2,0,2,5,2,4,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
22,296,2,5,4,2,2,4,3,2,1,1,3,2,4,2,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
45,3124,2,2,2,2,5,5,5,4,3,5,4,5,5,5,139,134.0,0,1,1,0,1,0,0,satisfied
12,444,4,4,4,5,1,4,1,1,4,4,5,4,5,1,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
18,817,3,0,3,1,3,3,3,3,3,4,5,4,5,3,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
62,290,1,4,1,2,1,1,1,1,3,2,5,4,1,1,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
35,2746,4,2,2,2,4,4,4,4,4,4,4,2,4,4,0,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
37,1744,1,5,1,2,2,1,2,2,3,2,5,4,5,2,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
38,362,1,1,1,1,3,1,3,3,3,2,4,4,4,3,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
46,883,1,1,1,1,3,4,4,2,2,2,2,3,2,5,39,29.0,1,0,1,0,1,0,0,satisfied
9,825,2,4,2,3,3,2,4,3,3,4,5,3,4,3,16,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
47,325,5,5,5,4,1,5,1,1,5,3,5,3,5,1,9,0.0,1,0,1,0,1,0,0,satisfied
54,1355,2,3,2,4,5,4,3,4,4,2,4,3,4,4,0,6.0,1,0,0,1,0,1,0,neutral or dissatisfied
46,1947,5,5,5,5,4,4,4,5,5,5,5,4,5,4,5,0.0,0,1,1,0,1,0,0,satisfied
51,417,4,1,1,1,4,4,4,4,1,1,3,3,4,4,28,20.0,0,1,1,0,0,1,0,neutral or dissatisfied
25,2582,2,2,2,2,2,1,2,2,1,5,4,3,4,2,0,6.0,1,0,1,0,1,0,0,neutral or dissatisfied
52,432,1,5,1,5,1,3,3,3,4,5,4,3,5,3,197,193.0,0,1,0,1,1,0,0,neutral or dissatisfied
41,1183,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,25.0,1,0,1,0,0,1,0,neutral or dissatisfied
28,2565,1,5,1,1,1,5,5,1,4,3,1,5,3,5,4,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
35,1598,4,4,4,3,5,5,5,2,2,4,4,5,2,3,0,0.0,0,1,0,1,1,0,0,neutral or dissatisfied
50,519,2,5,2,5,4,2,4,4,5,4,5,5,4,4,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
9,592,2,5,2,2,1,2,1,1,2,4,1,5,4,1,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
7,1916,4,5,4,3,3,4,3,3,3,2,4,4,4,3,0,2.0,0,1,0,1,0,1,0,neutral or dissatisfied
42,223,4,0,4,4,4,4,3,4,3,2,4,4,3,4,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
59,169,3,1,1,1,1,3,1,3,1,3,3,1,3,1,169,153.0,1,0,1,0,1,0,0,neutral or dissatisfied
15,2153,1,4,1,1,3,1,1,3,5,2,4,4,5,3,38,2.0,1,0,0,1,0,1,0,neutral or dissatisfied
28,670,2,5,2,5,2,2,2,2,2,4,3,3,3,2,41,43.0,0,1,1,0,1,0,0,neutral or dissatisfied
43,399,4,2,2,2,4,4,4,4,2,3,3,2,5,4,0,4.0,0,1,1,0,0,1,0,satisfied
47,1797,1,1,5,1,2,5,4,3,3,4,3,5,3,4,7,16.0,1,0,1,0,1,0,0,satisfied
61,1045,1,4,1,1,5,5,4,3,3,1,3,5,3,3,0,0.0,0,1,0,1,1,0,0,neutral or dissatisfied
16,813,1,3,1,4,3,1,3,3,4,3,2,4,4,3,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
40,3180,5,5,5,5,5,5,5,4,4,4,4,4,4,4,0,0.0,1,0,1,0,1,0,0,satisfied
44,666,3,3,3,5,5,3,5,5,3,2,5,3,4,5,67,68.0,1,0,1,0,1,0,0,neutral or dissatisfied
40,4000,3,3,3,3,4,5,4,4,4,4,4,3,4,5,2,3.0,0,1,1,0,1,0,0,satisfied
35,414,2,2,2,1,3,2,3,3,3,4,5,3,5,3,78,73.0,0,1,1,0,1,0,0,neutral or dissatisfied
20,1075,3,4,2,3,5,2,5,5,4,3,5,3,4,5,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
57,472,4,4,4,4,2,4,4,5,5,4,5,4,5,3,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
28,1014,2,2,2,3,5,2,5,5,3,3,5,4,4,5,33,33.0,0,1,1,0,1,0,0,neutral or dissatisfied
24,2704,2,3,2,3,3,2,3,3,4,4,3,3,3,3,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
29,746,2,4,4,4,2,2,2,2,4,5,2,3,3,2,0,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
48,351,3,4,3,2,2,3,2,2,4,4,4,3,4,2,0,3.0,0,1,0,1,0,1,0,neutral or dissatisfied
39,1771,5,5,5,5,3,5,5,5,5,5,5,5,5,5,0,0.0,1,0,1,0,1,0,0,satisfied
60,335,2,5,2,4,3,2,3,3,5,2,5,5,5,3,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
43,3473,3,3,3,3,3,5,4,3,3,4,3,5,3,4,0,0.0,0,1,1,0,1,0,0,satisfied
60,338,5,5,5,5,3,4,5,5,5,5,5,3,5,4,24,16.0,0,1,1,0,1,0,0,satisfied
14,288,2,5,2,2,5,2,5,5,5,5,4,3,4,5,0,0.0,1,0,0,1,0,0,1,neutral or dissatisfied
13,1849,5,4,5,2,1,5,1,1,1,4,4,4,2,1,0,0.0,1,0,0,1,0,1,0,satisfied
45,667,3,3,2,3,2,4,4,4,4,4,4,5,4,4,0,0.0,0,1,1,0,1,0,0,satisfied
49,214,2,1,1,1,1,3,2,2,2,2,2,1,2,3,0,0.0,1,0,1,0,0,0,1,neutral or dissatisfied
49,3284,5,5,5,5,5,5,5,3,3,3,3,5,3,5,0,0.0,0,1,1,0,1,0,0,satisfied
29,759,1,5,1,3,2,1,2,2,5,2,4,3,5,2,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
55,733,2,1,2,4,4,2,4,4,2,3,3,2,3,4,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
54,2945,3,3,3,3,4,5,5,5,5,4,5,3,5,5,0,0.0,1,0,1,0,1,0,0,satisfied
67,406,2,5,2,3,4,5,4,2,2,2,2,3,2,5,4,14.0,1,0,0,1,0,1,0,neutral or dissatisfied
44,216,1,5,1,5,5,1,5,5,3,2,5,3,4,5,7,15.0,0,1,0,1,0,1,0,neutral or dissatisfied
23,606,3,4,3,1,3,3,3,3,5,1,5,4,2,3,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
26,630,3,1,1,1,3,3,1,3,1,5,4,4,4,3,0,15.0,0,1,1,0,0,1,0,neutral or dissatisfied
10,728,4,5,4,5,2,4,2,2,3,1,4,2,3,2,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
48,229,3,5,3,2,2,5,5,5,5,3,5,3,5,4,0,0.0,0,1,0,1,1,0,0,neutral or dissatisfied
32,3792,4,4,4,4,3,4,3,3,4,5,4,5,5,3,0,0.0,1,0,1,0,1,0,0,satisfied
54,507,1,1,1,1,5,5,4,4,4,5,4,2,4,2,0,0.0,0,1,1,0,1,0,0,satisfied
28,643,1,5,1,3,4,1,4,4,4,3,5,4,4,4,2,0.0,1,0,0,1,0,0,1,neutral or dissatisfied
58,530,1,2,2,2,1,1,1,1,2,3,4,3,4,1,84,78.0,0,1,1,0,0,1,0,neutral or dissatisfied
42,447,1,2,2,2,2,3,3,1,1,1,1,3,1,3,18,8.0,1,0,1,0,1,0,0,neutral or dissatisfied
56,436,2,1,1,1,5,1,2,2,2,2,2,2,2,3,0,12.0,1,0,1,0,0,1,0,neutral or dissatisfied
66,315,1,1,2,2,2,2,3,1,1,1,1,1,1,3,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
54,134,3,3,3,3,4,3,4,4,5,4,5,3,4,4,0,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
35,2187,1,1,1,1,5,5,4,4,4,4,4,5,4,4,0,3.0,0,1,1,0,1,0,0,satisfied
44,1760,1,1,1,1,4,4,4,5,3,5,4,4,3,4,121,135.0,1,0,1,0,1,0,0,satisfied
44,581,4,4,4,4,5,5,4,4,4,4,4,3,4,3,50,58.0,1,0,1,0,1,0,0,satisfied
35,337,3,1,1,1,3,3,3,3,3,1,3,4,4,3,34,33.0,1,0,1,0,0,1,0,neutral or dissatisfied
36,1052,3,5,3,2,5,3,5,5,4,3,4,3,4,5,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
34,1464,4,4,4,4,2,5,4,4,4,4,4,4,4,4,0,0.0,0,1,1,0,1,0,0,satisfied
35,1303,3,3,3,3,4,3,4,4,4,2,4,3,5,4,0,0.0,0,1,1,0,1,0,0,neutral or dissatisfied
60,1632,4,4,4,4,4,4,4,4,4,4,5,3,4,3,0,0.0,1,0,1,0,1,0,0,satisfied
51,234,2,2,2,2,2,2,2,2,1,5,1,2,4,2,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
25,331,2,3,2,3,3,2,1,3,1,2,3,1,3,3,0,4.0,0,1,1,0,0,1,0,neutral or dissatisfied
46,601,2,5,5,5,2,2,2,2,3,2,3,2,4,2,0,0.0,0,1,1,0,0,0,1,neutral or dissatisfied
10,624,3,3,3,2,4,3,4,4,4,4,3,5,4,4,118,115.0,1,0,0,1,0,1,0,neutral or dissatisfied
13,503,2,5,2,3,5,2,5,5,5,2,4,4,4,5,2,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
34,472,1,1,1,1,5,1,5,5,3,5,5,3,5,5,18,2.0,1,0,1,0,1,0,0,neutral or dissatisfied
19,109,3,1,1,1,3,3,3,3,3,2,4,3,3,3,0,13.0,1,0,1,0,1,0,0,neutral or dissatisfied
22,545,2,3,2,4,4,2,4,4,4,4,3,2,3,4,2,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
54,408,2,2,2,2,4,5,5,4,4,4,4,5,4,3,21,12.0,0,1,1,0,1,0,0,satisfied
27,679,4,4,4,4,4,4,4,4,1,3,4,4,2,4,0,0.0,1,0,1,0,0,0,1,satisfied
37,116,4,2,2,2,4,4,4,4,1,4,2,2,2,4,0,0.0,0,1,1,0,0,1,0,satisfied
22,792,1,1,1,1,2,2,2,2,1,4,1,5,3,2,20,1.0,1,0,1,0,1,0,0,satisfied
48,1986,3,4,4,2,3,3,3,3,4,4,4,3,5,3,0,17.0,0,1,1,0,1,0,0,neutral or dissatisfied
48,1587,4,4,4,4,5,4,5,5,5,5,5,5,5,4,0,0.0,0,1,1,0,1,0,0,satisfied
49,2526,3,3,3,3,5,5,4,4,4,4,4,4,4,4,0,0.0,1,0,1,0,1,0,0,satisfied
25,1310,1,3,5,3,1,1,1,1,3,1,4,3,3,1,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
25,696,2,2,4,4,2,2,4,2,2,5,4,1,4,2,0,0.0,1,0,1,0,0,0,1,neutral or dissatisfied
58,3138,1,1,2,1,2,4,5,4,4,4,4,5,4,4,0,0.0,0,1,1,0,1,0,0,satisfied
48,2853,2,2,2,2,2,5,4,4,4,4,4,4,4,2,19,0.0,0,1,1,0,1,0,0,satisfied
26,693,5,2,2,2,5,5,4,5,4,3,4,4,1,5,12,3.0,0,1,1,0,0,1,0,satisfied
44,266,1,0,1,3,1,1,5,3,5,4,4,5,3,5,186,175.0,0,1,0,1,0,1,0,neutral or dissatisfied
39,458,2,3,3,3,2,2,2,2,4,2,4,1,3,2,8,11.0,1,0,1,0,0,1,0,neutral or dissatisfied
41,684,4,4,4,4,5,5,4,4,4,4,4,5,4,4,0,0.0,1,0,1,0,1,0,0,satisfied
33,331,1,0,0,4,3,0,3,3,3,3,2,5,4,3,0,10.0,0,1,1,0,0,1,0,neutral or dissatisfied
50,3728,5,5,5,5,5,5,4,4,4,4,4,4,4,3,0,0.0,1,0,1,0,1,0,0,satisfied
15,594,2,1,2,1,5,2,3,5,3,1,1,1,1,5,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
44,3227,2,3,3,3,5,3,3,2,2,2,2,1,2,2,22,11.0,0,1,1,0,1,0,0,neutral or dissatisfied
36,193,4,0,4,3,1,4,1,1,4,1,4,2,4,1,38,30.0,0,1,1,0,0,1,0,neutral or dissatisfied
24,1076,3,4,3,5,3,3,3,3,5,5,5,5,5,3,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
52,462,3,4,5,4,3,4,3,3,3,3,3,3,3,2,7,21.0,1,0,1,0,0,1,0,neutral or dissatisfied
28,2447,3,5,3,2,2,3,2,2,3,5,4,1,1,2,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
42,793,2,4,2,3,4,2,4,4,5,3,4,3,4,4,8,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
59,1979,2,1,2,3,2,4,3,2,2,2,3,3,2,3,0,0.0,1,0,0,1,1,0,0,neutral or dissatisfied
30,679,3,3,4,3,5,5,5,5,4,5,4,4,5,5,0,0.0,0,1,1,0,1,0,0,satisfied
53,2752,2,2,2,2,2,5,3,5,5,5,5,5,5,5,97,102.0,1,0,1,0,1,0,0,satisfied
19,406,2,1,1,1,2,2,3,2,1,5,3,3,3,2,0,0.0,0,1,1,0,0,1,0,neutral or dissatisfied
44,696,4,3,4,3,5,4,3,2,2,4,2,2,2,1,0,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
59,2435,2,2,2,2,5,4,5,5,5,5,5,5,5,4,23,15.0,1,0,1,0,1,0,0,satisfied
55,365,2,4,2,2,5,4,5,4,4,2,4,3,4,5,3,0.0,1,0,0,1,0,1,0,neutral or dissatisfied
25,354,2,1,2,3,5,2,5,5,1,1,3,4,4,5,57,61.0,1,0,0,1,0,1,0,neutral or dissatisfied
29,647,2,2,2,3,5,2,4,5,3,3,3,3,3,5,29,27.0,1,0,1,0,0,1,0,neutral or dissatisfied
55,2788,2,2,3,2,1,4,3,2,2,2,2,2,2,1,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
40,888,3,5,3,5,2,3,2,2,4,3,5,4,5,2,0,17.0,0,1,0,1,0,1,0,neutral or dissatisfied
32,651,5,1,1,1,5,5,5,5,4,4,4,1,4,5,0,0.0,0,1,1,0,0,0,1,satisfied
50,1188,5,1,5,1,5,5,5,5,3,5,4,3,3,5,54,50.0,0,1,1,0,0,1,0,satisfied
20,272,1,4,1,4,2,1,2,2,3,5,5,4,5,2,0,11.0,1,0,0,1,0,1,0,neutral or dissatisfied
48,294,2,5,3,3,1,3,3,2,2,2,2,3,2,4,0,2.0,1,0,1,0,0,1,0,neutral or dissatisfied
33,288,1,5,5,5,1,4,3,1,1,1,1,4,1,4,6,20.0,1,0,1,0,1,0,0,neutral or dissatisfied
51,135,1,1,1,1,2,4,2,4,4,4,5,1,4,1,0,0.0,1,0,1,0,1,0,0,satisfied
40,569,4,3,3,3,4,4,4,4,2,1,5,1,3,4,0,0.0,1,0,1,0,0,1,0,satisfied
33,3381,1,2,2,2,4,3,4,1,1,1,1,1,1,3,0,0.0,1,0,1,0,1,0,0,neutral or dissatisfied
50,587,5,4,5,4,5,5,5,5,4,5,4,2,2,5,0,6.0,0,1,1,0,0,1,0,satisfied
22,1739,2,0,2,1,5,2,1,5,4,1,4,4,4,5,6,0.0,1,0,1,0,0,0,1,neutral or dissatisfied
38,1095,3,1,1,1,3,3,3,3,4,1,3,1,4,3,0,0.0,1,0,1,0,0,1,0,neutral or dissatisfied
24,589,4,2,3,2,4,4,3,4,4,3,3,4,4,4,0,0.0,1,0,1,0,0,1,0,satisfied
26,223,2,0,2,3,4,2,3,4,1,2,3,5,3,4,110,96.0,0,1,1,0,1,0,0,neutral or dissatisfied
56,1848,4,4,4,4,3,4,5,3,3,3,3,5,3,3,55,61.0,1,0,1,0,1,0,0,satisfied
49,551,2,4,4,4,5,4,3,2,2,2,2,4,2,1,52,32.0,0,1,1,0,1,0,0,neutral or dissatisfied
52,2565,2,2,2,2,3,4,5,3,3,3,3,5,3,5,0,0.0,1,0,1,0,1,0,0,satisfied
27,613,2,1,2,4,1,2,1,1,2,1,4,1,4,1,18,5.0,0,1,1,0,0,1,0,neutral or dissatisfied
31,1208,3,1,3,2,2,3,2,2,1,1,2,2,3,2,0,0.0,0,1,0,1,0,1,0,neutral or dissatisfied
18,308,3,5,3,2,1,3,1,1,4,2,4,5,5,1,14,8.0,0,1,0,1,1,0,0,neutral or dissatisfied
46,2104,2,2,2,2,2,4,4,5,5,5,5,3,5,5,0,0.0,0,1,1,0,1,0,0,satisfied
43,762,5,4,4,4,4,5,4,4,4,2,4,4,2,4,18,0.0,0,1,1,0,0,1,0,satisfied
53,762,1,5,1,1,2,1,2,5,5,1,5,5,5,3,0,6.0,1,0,0,1,0,1,0,neutral or dissatisfied
36,445,4,5,4,3,4,4,4,4,3,2,5,3,5,4,21,14.0,0,1,0,1,0,0,1,neutral or dissatisfied
45,950,2,0,2,3,4,3,3,2,2,2,2,5,2,1,0,0.0,0,1,0,1,1,0,0,neutral or dissatisfied
59,2392,5,5,5,5,5,5,5,4,4,5,4,3,4,3,0,0.0,1,0,1,0,1,0,0,satisfied
